"cid","pubchem_name","pid","cid_other","wwm","ppm","chembl","wwm_name","ppm_name","chembl_name","chembl_id"
56840904,"iobenguane sulfate i 123",135326,NA,0,0,1,NA,NA,"iobenguane sulfate i 123","CHEMBL3989523"
172976,"iobenguane sulfate i 131",135326,"76971242",0,1,1,NA,"iobenguane sulfate i 131","iobenguane sulfate i 131","CHEMBL3989511"
56840904,"iobenguane sulfate i 123",135326,NA,0,1,0,NA,"iobenguane sulfate i-123",NA,NA
18377,"iobenzamic acid",18377,NA,0,0,1,NA,NA,"iobenzamic acid","CHEMBL2106317"
65985,"iobitridol",65985,NA,0,1,1,NA,"iobitridol","iobitridol","CHEMBL2107212"
3038464,"iobutoic acid",3038464,NA,0,0,1,NA,NA,"iobutoic acid","CHEMBL2106333"
123810,"15-(4-iodophenyl)pentadecanoic acid",123810,NA,0,0,1,NA,NA,"iocanlidic acid","CHEMBL128251"
172977,"iocanlidic acid i 123",172977,NA,0,0,1,NA,NA,"iocanlidic acid i 123","CHEMBL3989586"
23620992,"iocarmate meglumine",25229,NA,0,1,1,NA,"iocarmate meglumine","iocarmate meglumine","CHEMBL3989542"
25229,"iocarmic acid",25229,NA,0,0,1,NA,NA,"iocarmic acid","CHEMBL2106389"
27648,"iocetamic acid",27648,NA,0,1,1,NA,"iocetamic acid","iocetamic acid","CHEMBL1200770"
3723,"iodamide",3723,NA,0,0,1,NA,NA,"iodamide","CHEMBL1201239"
29182,"iodamide meglumine",29182,NA,0,1,1,NA,"iodamide meglumine","iodamide meglumine","CHEMBL1201172"
71247,"iodecimol",71247,NA,0,0,1,NA,NA,"iodecimol","CHEMBL2104392"
3029588,"iodetryl",3029588,NA,0,0,1,NA,NA,"iodetryl","CHEMBL2104286"
21852,"iodinated glycerol",21852,NA,0,1,0,NA,"iodinated glycerol",NA,NA
807,"7553-56-2",807,NA,0,1,1,NA,"iodine","iodine","CHEMBL1201225"
3739,"iodipamide",3739,NA,0,0,1,NA,NA,"iodipamide","CHEMBL1165268"
636408,"iodipamide meglumine",3739,"19039,49799987,139291703",0,1,1,NA,"iodipamide meglumine","iodipamide meglumine","CHEMBL1200504"
17478,"iodipamide sodium",3739,NA,0,1,1,NA,"iodipamide sodium","iodipamide sodium","CHEMBL1200350"
450506,"unii-ctz1y9l579",450507,NA,0,0,1,NA,NA,"iodipamide sodium i 131","CHEMBL2104843"
3724,"iodixanol",3724,NA,0,1,1,NA,"iodixanol","iodixanol","CHEMBL1200507"
11350,"iodoalphionic acid",11350,NA,0,0,1,NA,NA,"iodoalphionic acid","CHEMBL83906"
8522,"iodoantipyrine",8522,NA,0,0,1,NA,NA,"iodoantipyrine","CHEMBL24132"
450508,"iodoantipyrine i 131",450508,NA,0,0,1,NA,NA,"iodoantipyrine i 131","CHEMBL2104814"
41111,"iodocetylic acid",41111,NA,0,0,1,NA,NA,"iodocetylic acid","CHEMBL2110684"
450509,"iodocetylic acid i 123",450509,NA,0,0,1,NA,NA,"iodocetylic acid i 123","CHEMBL2105049"
21150757,"iodocholesterol",21150757,NA,0,0,1,NA,NA,"iodocholesterol","CHEMBL2110675"
450510,"iodocholesterol (131i)",450510,NA,0,0,1,NA,NA,"iodocholesterol i 131","CHEMBL2105011"
28935,"iodofenphos",28935,NA,0,0,1,NA,NA,"iodofenphos","CHEMBL2106359"
119352,"iodofiltic acid",119352,NA,0,0,1,NA,NA,"iodofiltic acid","CHEMBL336360"
636427,"iodofiltic acid i 123",636427,NA,0,0,1,NA,NA,"iodofiltic acid i 123","CHEMBL3989901"
6374,"iodoform",6374,NA,0,1,1,NA,"iodoform","iodoform","CHEMBL1451116"
8614,"2-iodohippuric acid",8614,NA,0,0,1,NA,NA,"iodohippurate","CHEMBL1681"
23667636,"unii-4nw20gfq7h",65347,NA,0,0,1,NA,NA,"iodohippurate sodium i 123","CHEMBL1200439"
23677973,"iodohippurate sodium i-125",71179,NA,0,0,1,NA,NA,"iodohippurate sodium i 125","CHEMBL2104818"
23663553,"hippuran-131",71800,NA,0,0,1,NA,NA,"iodohippurate sodium i 131","CHEMBL1200763"
66602,"iodol",66602,NA,0,0,1,NA,NA,"iodol","CHEMBL2105006"
68212,"iodomethamate",68212,NA,0,0,1,NA,NA,"iodomethamate","CHEMBL2110859"
68211,"iodomethamate sodium",68212,NA,0,0,1,NA,NA,"iodomethamate sodium","CHEMBL2106373"
67846,"iodophthalein",67846,NA,0,0,1,NA,NA,"iodophthalein","CHEMBL1160008"
75194,"iodophthalein sodium",75195,NA,0,0,1,NA,NA,"iodophthalein sodium","CHEMBL3185933"
5284574,"iodopyracet",5284574,NA,0,0,1,NA,NA,"iodopyracet","CHEMBL2105036"
23724925,"iodopyracet i-125",23724925,NA,0,0,1,NA,NA,"iodopyracet i 125","CHEMBL2107207"
23724927,"iodopyracet i-131",23724927,NA,0,0,1,NA,NA,"iodopyracet i 131","CHEMBL2104351"
3728,"iodoquinol",3728,NA,0,1,1,NA,"iodoquinol","iodoquinol","CHEMBL86754"
3032445,"iodothiouracil",3032445,NA,0,1,1,NA,"iodothiouracil","iodothiouracil","CHEMBL1697840"
49800009,"iodoxamate",49800009,NA,0,0,1,NA,NA,"iodoxamate","CHEMBL1201324"
23620848,"iodoxamate meglumine",35740,NA,0,1,1,NA,"iodoxamate meglumine","iodoxamate meglumine","CHEMBL3989524"
35740,"iodoxamic acid",35740,NA,0,0,1,NA,NA,"iodoxamic acid","CHEMBL1615487"
3729,"iofetamine",3729,NA,0,0,1,NA,NA,"iofetamine","CHEMBL1201308"
443997,"iofetamine hydrochloride i 123",156375,"156375",0,0,1,NA,NA,"iofetamine hydrochloride i 123","CHEMBL1200360"
443997,"iofetamine hydrochloride i 123",156375,NA,0,1,0,NA,"iofetamine hydrochloride i-123",NA,NA
11260801,"ioflubenzamide",11260801,NA,0,0,1,NA,NA,"ioflubenzamide","CHEMBL2111095"
24828760,"ioflubenzamide i-131",24828760,NA,0,0,1,NA,NA,"ioflubenzamide i 131","CHEMBL2107346"
10048368,"ioflupane",10048368,"3086674",0,0,1,NA,NA,"ioflupane","CHEMBL1945778"
3086674,"123i-ioflupane",3086674,NA,0,0,1,NA,NA,"ioflupane i 123","CHEMBL3989517"
24951655,"iofolastat",24951655,NA,0,0,1,NA,NA,"iofolastat","CHEMBL496748"
25194767,"iofolastat i-123",25194767,NA,0,0,1,NA,NA,"iofolastat i 123","CHEMBL496978"
25222171,"ioforminol",25222171,NA,0,0,1,NA,NA,"ioforminol","CHEMBL2219417"
6918239,"iofratol",6918239,NA,0,0,1,NA,NA,"iofratol","CHEMBL2103969"
65437,"ioglicic acid",65437,NA,0,0,1,NA,NA,"ioglicic acid","CHEMBL2105024"
20055339,"ioglucol",20055339,NA,0,0,1,NA,NA,"ioglucol","CHEMBL3989431"
71964,"ioglucomide",71964,NA,0,0,1,NA,NA,"ioglucomide","CHEMBL3989881"
68761,"ioglunide",68761,"20055340",0,0,1,NA,NA,"ioglunide","CHEMBL3989479"
17477,"ioglycamic acid",17477,NA,0,0,1,NA,NA,"ioglycamic acid","CHEMBL2106372"
23724929,"iogulamide",23724929,NA,0,0,1,NA,NA,"iogulamide","CHEMBL2104831"
3730,"iohexol",3730,NA,0,1,1,NA,"iohexol","iohexol","CHEMBL1200455"
30828,"iolidonic acid",30828,NA,0,0,1,NA,NA,"iolidonic acid","CHEMBL2105003"
65705,"iolixanic acid",65705,NA,0,0,1,NA,NA,"iolixanic acid","CHEMBL2104322"
107995,"ibzm",107995,NA,0,0,1,NA,NA,"iolopride","CHEMBL267723"
11133125,"iolopride i-123",11133125,NA,0,0,1,NA,NA,"iolopride (123i)","CHEMBL3989882"
10251042,"iomazenil",10251042,NA,0,0,1,NA,NA,"iomazenil","CHEMBL2110679"
65959,"iomazenil (123i)",65959,NA,0,0,1,NA,NA,"iomazenil (123i)","CHEMBL2105020"
65721,"iomeglamic acid",65721,NA,0,0,1,NA,NA,"iomeglamic acid","CHEMBL2104342"
3731,"iomeprol",3731,NA,0,1,1,NA,"iomeprol","iomeprol","CHEMBL2107214"
28212,"iomethin",28212,NA,0,0,1,NA,NA,"iomethin","CHEMBL2110614"
450520,"iomethin i 125",450520,NA,0,0,1,NA,NA,"iomethin i 125","CHEMBL2106344"
450521,"iomethin i 131",450521,NA,0,0,1,NA,NA,"iomethin i 131","CHEMBL2104346"
108220,"beta-cit",108220,NA,0,0,1,NA,NA,"iometopane","CHEMBL2110676"
9821267,"iometopane i-123",9821267,"70691403",0,0,1,NA,NA,"iometopane i 123","CHEMBL2105013"
68746,"iomorinic acid",68746,NA,0,0,1,NA,NA,"iomorinic acid","CHEMBL2104832"
65492,"iopamidol",65492,NA,0,1,1,NA,"iopamidol","iopamidol","CHEMBL1200932"
3735,"iopanoic acid",3735,NA,0,1,1,NA,"iopanoic acid","iopanoic acid","CHEMBL867"
56016,"iopentol",56016,NA,0,0,1,NA,NA,"iopentol","CHEMBL2104783"
3037234,"iophendylate",3037234,NA,0,1,1,NA,"iophendylate","iophendylate","CHEMBL951"
7315,"iophenoxic acid",7315,NA,0,0,1,NA,NA,"iophenoxic acid","CHEMBL1551165"
172980,"ioprocemic acid",172980,NA,0,0,1,NA,NA,"ioprocemic acid","CHEMBL2105001"
3736,"iopromide",3736,NA,0,1,1,NA,"iopromide","iopromide","CHEMBL1725"
37822,"iopronic acid",37822,NA,0,0,1,NA,NA,"iopronic acid","CHEMBL2105012"
21751,"iopydol",21751,NA,0,0,1,NA,NA,"iopydol","CHEMBL2104393"
21752,"3,5-diiodopyridin-4-ol",21752,NA,0,0,1,NA,NA,"iopydone","CHEMBL2104367"
65850,"iosarcol",65850,"10418140",0,0,1,NA,NA,"iosarcol","CHEMBL3989473"
21795,"iosefamic acid",21795,NA,0,0,1,NA,NA,"iosefamic acid","CHEMBL2106390"
65444,"ioseric acid",65444,NA,0,0,1,NA,NA,"ioseric acid","CHEMBL2104817"
213045,"iosimenol",213045,NA,0,0,1,NA,NA,"iosimenol","CHEMBL2104971"
60911,"iosimide",60911,NA,0,0,1,NA,NA,"iosimide","CHEMBL2105004"
44557,"iosulamide",44557,NA,0,0,1,NA,NA,"iosulamide","CHEMBL1615440"
15942842,"iosulamide meglumine",44557,NA,0,0,1,NA,NA,"iosulamide meglumine","CHEMBL1237112"
71432,"iosumetic acid",71432,NA,0,0,1,NA,NA,"iosumetic acid","CHEMBL2104791"
71984,"iotasul",71984,NA,0,0,1,NA,NA,"iotasul","CHEMBL2104394"
3038465,"iotetric acid",3038465,NA,0,0,1,NA,NA,"iotetric acid","CHEMBL2106391"
656642,"iothalamate meglumine",656642,NA,0,1,1,NA,"iothalamate meglumine","iothalamate meglumine","CHEMBL1201125"
23667529,"iothalamate sodium",3737,NA,0,1,1,NA,"iothalamate sodium","iothalamate sodium","CHEMBL1097620"
23724931,"unii-31j5u3q9zn",23724932,NA,0,0,1,NA,NA,"iothalamate sodium i 125","CHEMBL2106318"
23724933,"sodium iotalamate (131i)",23724934,NA,0,0,1,NA,NA,"iothalamate sodium i 131","CHEMBL2104998"
3737,"iotalamic acid",3737,NA,0,0,1,NA,NA,"iothalamic acid","CHEMBL1201300"
23706593,"itrumil sodium",3032445,NA,0,1,1,NA,"iothiouracil sodium","iothiouracil sodium","CHEMBL2105874"
33634,"iotranic acid",33634,NA,0,0,1,NA,NA,"iotranic acid","CHEMBL2104349"
3038466,"iotriside",3038466,NA,0,0,1,NA,NA,"iotriside","CHEMBL2105048"
3038467,"iotrizoic acid",3038467,NA,0,0,1,NA,NA,"iotrizoic acid","CHEMBL2107634"
3738,"iotrolan",3738,NA,0,1,1,NA,"iotrolan","iotrolan","CHEMBL1200555"
119297,"iotroxate meglumine",3740,NA,0,0,1,NA,NA,"iotroxate meglumine","CHEMBL2104395"
3740,"iotroxic acid",3740,NA,0,0,1,NA,NA,"iotroxic acid","CHEMBL1651905"
439744,"3-iodo-l-tyrosine",439744,NA,0,0,1,NA,NA,"iotyrosine","CHEMBL479789"
172981,"iotyrosine i 131",172981,NA,0,0,1,NA,NA,"iotyrosine i 131","CHEMBL2107690"
3741,"ioversol",3741,NA,0,1,1,NA,"ioversol","ioversol","CHEMBL1200614"
3038468,"ioxabrolic acid",3038468,NA,0,0,1,NA,NA,"ioxabrolic acid","CHEMBL2106392"
20055342,"ioxaglate meglumine",3742,NA,0,0,1,NA,NA,"ioxaglate meglumine","CHEMBL1200508"
23688359,"ioxaglate sodium",3742,NA,0,0,1,NA,NA,"ioxaglate sodium","CHEMBL1200743"
3742,"ioxaglic acid",3742,NA,0,0,1,NA,NA,"ioxaglic acid","CHEMBL1201291"
3743,"ioxilan",3743,NA,0,1,1,NA,"ioxilan","ioxilan","CHEMBL1201075"
34536,"ioxitalamic acid",34536,NA,0,0,1,NA,NA,"ioxitalamic acid","CHEMBL2107239"
208823,"ioxotrizoic acid",208823,NA,0,0,1,NA,NA,"ioxotrizoic acid","CHEMBL2106369"
193130,"iozomic acid",193130,NA,0,0,1,NA,NA,"iozomic acid","CHEMBL2103970"
9831659,"ipamorelin",9831659,NA,0,0,1,NA,NA,"ipamorelin","CHEMBL58547"
24788740,"ipatasertib",24788740,NA,0,0,1,NA,NA,"ipatasertib","CHEMBL2177390"
60650,"ipazilide",60650,NA,0,0,1,NA,NA,"ipazilide","CHEMBL2111169"
5284403,"ipazilide fumarate",60650,NA,0,0,1,NA,NA,"ipazilide fumarate","CHEMBL2107666"
65882,"ipenoxazone",65882,NA,0,0,1,NA,NA,"ipenoxazone","CHEMBL2104917"
50289,"ipexidine",50289,NA,0,0,1,NA,NA,"ipexidine","CHEMBL2110866"
50288,"ipexidine mesylate",50289,"70691424",0,0,1,NA,NA,"ipexidine mesylate","CHEMBL2106393"
604519,"ipidacrine",604519,NA,0,0,1,NA,NA,"ipidacrine","CHEMBL130880"
5241,"iopodic acid",5241,NA,0,0,1,NA,NA,"ipodate","CHEMBL1201243"
14381,"ipodate calcium",5241,NA,0,1,1,NA,"ipodate calcium","ipodate calcium","CHEMBL2068725"
23671932,"ipodate sodium",5241,NA,0,1,1,NA,"ipodate sodium","ipodate sodium","CHEMBL1201033"
56841042,"ipragratine",56841042,NA,0,0,1,NA,NA,"ipragratine","CHEMBL2107524"
71268,"ipramidil",71268,NA,0,0,1,NA,NA,"ipramidil","CHEMBL2104311"
657309,"ipratropium",657309,"3746,6604365,43232,25897919",0,0,1,NA,NA,"ipratropium","CHEMBL1621597"
657308,"ipratropium bromide",657309,"31098,5702073,11553369,124080907",0,1,1,NA,"ipratropium bromide","ipratropium bromide","CHEMBL2134724"
9927200,"ipravacaine",9927200,NA,0,0,1,NA,NA,"ipravacaine","CHEMBL2107683"
65594,"iprazochrome",65594,NA,0,0,1,NA,NA,"iprazochrome","CHEMBL2104324"
3747,"ipriflavone",3747,NA,0,0,1,NA,NA,"ipriflavone","CHEMBL165790"
21722,"iprindole",21722,NA,0,1,1,NA,"iprindole","iprindole","CHEMBL126224"
19063,"iproclozide",19063,NA,0,0,1,NA,NA,"iproclozide","CHEMBL91238"
3033960,"iprocrolol",3033960,NA,0,0,1,NA,NA,"iprocrolol","CHEMBL1742479"
47895,"iprofenin",47895,NA,0,0,1,NA,NA,"iprofenin","CHEMBL2105037"
19917,"iproheptine",19917,NA,0,0,1,NA,NA,"iproheptine","CHEMBL2103925"
3748,"iproniazid",3748,NA,0,0,1,NA,NA,"iproniazid","CHEMBL92401"
26951,"ipronidazole",26951,NA,0,0,1,NA,NA,"ipronidazole","CHEMBL334786"
195131,"iprotiazem",195131,NA,0,0,1,NA,NA,"iprotiazem","CHEMBL2105875"
172983,"iproxamine",172983,NA,0,0,1,NA,NA,"iproxamine","CHEMBL2110682"
172982,"iproxamine hydrochloride",172983,NA,0,0,1,NA,NA,"iproxamine hydrochloride","CHEMBL2105034"
68725,"iprozilamine",68725,NA,0,0,1,NA,NA,"iprozilamine","CHEMBL34246"
72003,"ipsalazide",72003,NA,0,0,1,NA,NA,"ipsalazide","CHEMBL2104872"
56971,"ipsapirone",56971,NA,0,0,1,NA,NA,"ipsapirone","CHEMBL8412"
71187,"ipsapirone hydrochloride",56971,NA,0,0,1,NA,NA,"ipsapirone hydrochloride","CHEMBL2107276"
3015272,"iquindamine",3015272,NA,0,0,1,NA,NA,"iquindamine","CHEMBL2105025"
6913104,"iralukast",6913104,NA,0,0,1,NA,NA,"iralukast","CHEMBL1206833"
3038472,"irampanel",3038472,NA,0,0,1,NA,NA,"irampanel","CHEMBL29741"
25070031,"irdabisant",25070031,NA,0,0,1,NA,NA,"irdabisant","CHEMBL1829335"
53363810,"irdabisant hydrochloride",25070031,NA,0,0,1,NA,NA,"irdabisant hydrochloride","CHEMBL1813067"
65845,"irindalone",65845,NA,0,0,1,NA,NA,"irindalone","CHEMBL73461"
60838,"irinotecan",60838,NA,0,0,1,NA,NA,"irinotecan","CHEMBL481"
74990,"irinotecan hydrochloride",60838,NA,0,1,1,NA,"irinotecan hydrochloride","irinotecan hydrochloride","CHEMBL3989514"
60837,"irinotecan hydrochloride trihydrate",60838,NA,0,0,1,NA,NA,"irinotecan hydrochloride hydrate","CHEMBL1200512"
91809656,"mm-398",91809656,NA,0,0,1,NA,NA,"irinotecan sucrosofate","CHEMBL3039564"
65828,"irloxacin",65828,NA,0,0,1,NA,NA,"irloxacin","CHEMBL68262"
148189,"irofulven",148189,NA,0,0,1,NA,NA,"irofulven","CHEMBL118218"
3038473,"irolapride",3038473,NA,0,0,1,NA,NA,"irolapride","CHEMBL2106781"
105075,"iron-dextran",105075,NA,0,1,1,NA,"iron dextran","iron dextran","CHEMBL1201544"
20715017,"iron sorbitex",20715017,NA,0,0,1,NA,NA,"iron sorbitex","CHEMBL2108515"
91663255,"iron sucrose",5988,"6850789",0,1,1,NA,"iron sucrose","iron sucrose","CHEMBL1200823"
5287541,"irosustat",5287541,NA,0,0,1,NA,NA,"irosustat","CHEMBL286738"
6421776,"iroxanadine",6421776,NA,0,0,1,NA,NA,"iroxanadine","CHEMBL2107433"
3752,"irsogladine",3752,NA,0,0,1,NA,NA,"irsogladine","CHEMBL136497"
71330,"irtemazole",71330,NA,0,0,1,NA,NA,"irtemazole","CHEMBL2105112"
9863341,"irx4204",9863341,NA,0,0,1,NA,NA,"irx-4204","CHEMBL75133"
183683,"isaglidole",183683,NA,0,0,1,NA,NA,"isaglidole","CHEMBL2105108"
44147561,"isalmadol",44147561,NA,0,0,1,NA,NA,"isalmadol","CHEMBL3989687"
3038474,"isalsteine",3038474,NA,0,0,1,NA,NA,"isalsteine","CHEMBL2104804"
68753,"isamfazone",68753,NA,0,0,1,NA,NA,"isamfazone","CHEMBL2105067"
127404,"isamoltan",127404,NA,0,0,1,NA,NA,"isamoltan","CHEMBL27077"
42118,"isamoxole",42118,NA,0,0,1,NA,NA,"isamoxole","CHEMBL2105068"
135409474,"isatoribine",135409474,NA,0,0,1,NA,NA,"isatoribine","CHEMBL2105116"
6918485,"isavuconazole",6918485,NA,0,0,1,NA,NA,"isavuconazole","CHEMBL409153"
6918606,"isavuconazonium",6918606,NA,0,0,1,NA,NA,"isavuconazonium","CHEMBL1183349"
71169,"isaxonine",71169,NA,0,0,1,NA,NA,"isaxonine","CHEMBL1740513"
163093,"isaxonine phosphate",163093,NA,0,0,1,NA,NA,"isaxonine phosphate","CHEMBL1697751"
5284442,"isbogrel",5284442,"6537201,65675",0,0,1,NA,NA,"isbogrel","CHEMBL28196"
65681,"isbufylline",65681,NA,0,0,1,NA,NA,"isbufylline","CHEMBL1453416"
9810816,"iscotrizinol",9810816,NA,0,0,1,NA,NA,"iscotrizinol","CHEMBL2103813"
16131103,"iseganan",16131103,NA,0,0,1,NA,NA,"iseganan","CHEMBL2110753"
70691416,"iseganan hcl",16131103,"90684551,129711962",0,0,1,NA,NA,"iseganan hydrochloride","CHEMBL2105862"
3037209,"isepamicin",3037209,NA,0,0,1,NA,NA,"isepamicin","CHEMBL272080"
15293840,"isepamycin",15293840,NA,0,1,0,NA,"isepamycin",NA,NA
6481,"isoaminile",6481,NA,0,0,1,NA,NA,"isoaminile","CHEMBL2105002"
1549789,"amiloxate",1549789,"92386",0,1,0,NA,"isoamyl-p-methoxycinnamate",NA,NA
68953,"isobromindione",68953,NA,0,0,1,NA,NA,"isobromindione","CHEMBL2104325"
26427,"isobucaine",26427,NA,0,0,1,NA,NA,"isobucaine","CHEMBL2111069"
198942,"isobucaine hydrochloride",26427,NA,0,0,1,NA,NA,"isobucaine hydrochloride","CHEMBL2107264"
7176,"isobutyl 4-aminobenzoate",7176,NA,0,0,1,NA,NA,"isobutamben","CHEMBL1985617"
6360,"isobutane",6360,NA,0,0,1,NA,NA,"isobutane","CHEMBL2106398"
3760,"isoconazole",3760,NA,0,1,1,NA,"isoconazole","isoconazole","CHEMBL1571863"
9973510,"isocromil",9973510,NA,0,0,1,NA,NA,"isocromil","CHEMBL2106345"
3762,"isoetharine",3762,NA,0,1,0,NA,"isoetarine",NA,NA
3762,"isoetharine",3762,NA,0,0,1,NA,NA,"isoetharine","CHEMBL1201213"
71465,"isoetharine hydrochloride",71466,NA,0,1,1,NA,"isoetharine hydrochloride","isoetharine hydrochloride","CHEMBL1200920"
23702,"isoetharine mesylate salt",3762,NA,0,1,1,NA,"isoetharine mesylate","isoetharine mesylate","CHEMBL1201153"
68677,"isofezolac",68677,NA,0,0,1,NA,NA,"isofezolac","CHEMBL2104795"
224246,"isoflupredone acetate",224246,NA,0,0,1,NA,NA,"isoflupredone acetate","CHEMBL1608183"
3763,"isoflurane",3763,NA,0,1,1,NA,"isoflurane","isoflurane","CHEMBL1256"
5936,"isoflurophate",5936,NA,0,1,1,NA,"isoflurophate","isoflurophate","CHEMBL1025"
6306,"l-isoleucine",6306,NA,0,0,1,NA,NA,"isoleucine","CHEMBL1233584"
88735,"isomalt",88735,"3034828,4454759",0,0,1,NA,NA,"isomalt","CHEMBL2104398"
55690,"isomazole",55690,NA,0,0,1,NA,NA,"isomazole","CHEMBL2110680"
55689,"isomazole hydrochloride",55690,NA,0,0,1,NA,NA,"isomazole hydrochloride","CHEMBL2105021"
72452,"isometamidium",72452,NA,0,0,1,NA,NA,"isometamidium","CHEMBL2111043"
92295,"isometamidium chloride",72452,NA,0,0,1,NA,NA,"isometamidium chloride","CHEMBL2107182"
10072,"isomethadone",10072,NA,0,0,1,NA,NA,"isomethadone","CHEMBL2107418"
22297,"isometheptene",22297,NA,0,1,1,NA,"isometheptene","isometheptene","CHEMBL1697841"
22549,"isometheptene hydrochloride",22297,NA,0,1,0,NA,"isometheptene hydrochloride",NA,NA
15605556,"isometheptene mucate (usp)",15605556,NA,0,0,1,NA,NA,"isometheptene mucate","CHEMBL2355839"
28221,"isomylamine",28221,NA,0,0,1,NA,NA,"isomylamine","CHEMBL2110683"
172985,"isomylamine hydrochloride",28221,NA,0,0,1,NA,NA,"isomylamine hydrochloride","CHEMBL2105047"
68767,"isonixin",68767,NA,0,0,1,NA,NA,"isonixin","CHEMBL2105035"
71737,"isoprazone",71737,NA,0,0,1,NA,NA,"isoprazone","CHEMBL2104341"
20055344,"isoprednidene",20055344,NA,0,0,1,NA,NA,"isoprednidene","CHEMBL2107195"
68769,"isoprofen",68769,NA,0,0,1,NA,NA,"isoprofen","CHEMBL2105045"
3775,"isopropamide",3775,NA,0,0,1,NA,NA,"isopropamide","CHEMBL1201232"
3038477,"isopropicillin",3038477,NA,0,0,1,NA,NA,"isopropicillin","CHEMBL2104886"
3776,"isopropanol",3776,NA,0,0,1,NA,NA,"isopropyl alcohol","CHEMBL582"
8042,"isopropyl myristate",8042,NA,0,0,1,NA,NA,"isopropyl myristate","CHEMBL207602"
8907,"isopropyl palmitate",8907,NA,0,0,1,NA,NA,"isopropyl palmitate","CHEMBL139055"
3779,"isoproterenol",3779,NA,0,0,1,NA,NA,"isoproterenol","CHEMBL434"
5807,"isoprenaline hydrochloride",3779,NA,0,1,1,NA,"isoproterenol hydrochloride","isoproterenol hydrochloride","CHEMBL1711"
8239,"isoprenaline sulphate",3779,"656677,9796663",0,1,1,NA,"isoproterenol sulfate","isoproterenol sulfate","CHEMBL3989521"
188803,"spaglumic acid",188803,NA,0,0,1,NA,NA,"isospaglumic acid","CHEMBL1329032"
62825,"isooctadecanol",62825,NA,0,0,1,NA,NA,"isostearyl alcohol","CHEMBL2107291"
50108,"isosulfan blue",4695,NA,0,1,1,NA,"isosulfan blue","isosulfan blue","CHEMBL1200859"
3038478,"isosulpride",3038478,NA,0,0,1,NA,NA,"isosulpride","CHEMBL2106363"
3781,"isothipendyl",3781,NA,0,0,1,NA,NA,"isothipendyl","CHEMBL2111066"
14668,"isothipendyl hydrochloride",3781,NA,0,1,0,NA,"isothipendyl hydrochloride",NA,NA
3037235,"isotiquimide",3037235,NA,0,0,1,NA,NA,"isotiquimide","CHEMBL2107405"
15029724,"isotretinoin anisatil",15029724,NA,0,0,1,NA,NA,"isotretinoin anisatil","CHEMBL2107427"
10930,"isovaleramide",10930,NA,0,0,1,NA,NA,"isovaleramide","CHEMBL171066"
6443854,"isoxaprolol",6443854,NA,0,0,1,NA,NA,"isoxaprolol","CHEMBL1190737"
41448,"isoxepac",41448,NA,0,1,1,NA,"isoxepac","isoxepac","CHEMBL33211"
54677972,"isoxicam",54677972,NA,0,1,1,NA,"isoxicam","isoxicam","CHEMBL53292"
3783,"isoxsuprine",3783,NA,0,0,1,NA,NA,"isoxsuprine","CHEMBL1197051"
11368,"isoxsuprine hydrochloride",3783,NA,0,1,1,NA,"isoxsuprine hydrochloride","isoxsuprine hydrochloride","CHEMBL559180"
6851740,"ispinesib",6851740,NA,0,0,1,NA,NA,"ispinesib","CHEMBL228814"
6450816,"ispinesib mesylate",6851740,NA,0,0,1,NA,NA,"ispinesib mesylate","CHEMBL2347651"
9824145,"ispronicline",9824145,NA,0,0,1,NA,NA,"ispronicline","CHEMBL188462"
119175,"israpafant",119175,NA,0,0,1,NA,NA,"israpafant","CHEMBL2107428"
9841834,"istaroxime",9841834,"24951021,71717200,74371487,133108720,137705953,145705870",0,0,1,NA,NA,"istaroxime","CHEMBL3989692"
53380437,"itacitinib",53380437,NA,0,0,1,NA,NA,"itacitinib","CHEMBL3622820"
67390313,"itacitinib adipate",53380437,NA,0,0,1,NA,NA,"itacitinib adipate","CHEMBL3707409"
9571042,"itameline",9571042,"6436052",0,0,1,NA,NA,"itameline","CHEMBL2105092"
42667,"itanoxone",42667,NA,0,0,1,NA,NA,"itanoxone","CHEMBL2104844"
6918106,"itasetron",6918106,NA,0,0,1,NA,NA,"itasetron","CHEMBL2105109"
51087,"itazigrel",51087,NA,0,0,1,NA,NA,"itazigrel","CHEMBL277592"
3792,"itopride",3792,NA,0,0,1,NA,NA,"itopride","CHEMBL2107457"
6604121,"itriglumide",6604121,NA,0,0,1,NA,NA,"itriglumide","CHEMBL1256717"
3038480,"itrocainide",3038480,NA,0,0,1,NA,NA,"itrocainide","CHEMBL2105130"
9959691,"itrocinonide",9959691,NA,0,0,1,NA,NA,"itrocinonide","CHEMBL2105863"
16130938,"antide",16130938,NA,0,1,1,NA,"iturelix","iturelix","CHEMBL3989438"
132999,"ivabradine",132999,NA,0,0,1,NA,NA,"ivabradine","CHEMBL471737"
68697,"ivarimod",68697,NA,0,0,1,NA,NA,"ivarimod","CHEMBL3989730"
3038482,"ivoqualine",3038482,NA,0,0,1,NA,NA,"ivoqualine","CHEMBL2105086"
6509858,"ix 207-887",6509858,NA,0,1,0,NA,"ix 207-887",NA,NA
6445540,"ixabepilone",6445540,NA,0,1,1,NA,"ixabepilone","ixabepilone","CHEMBL1201752"
25183872,"ixazomib",25183872,NA,0,0,1,NA,NA,"ixazomib","CHEMBL2141296"
