cid,dose,dose_min,dose_max,dose_unit,dose_conf,dose_unit_type,duration,duration_unit,frequency,frequency_unit,rate,rate_unit,volume,volume_unit,lifestage
41028,250-1000 mg/kg/day,250,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
17480,300-1000 mg/kg/day,300,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
43725,300-1000 mg/kg/day,300,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
55173,300-1000 mg/kg/day,300,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
53997,350-1000 mg/kg/day,350,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49025,450-1000 mg/kg/day,450,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
21429,500-1000 mg/kg/day,500,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
22919,500-1000 mg/kg/day,500,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49027,500-1000 mg/kg/day,500,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
17488,600-1000 mg/kg/day,600,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
57216,800-1000 mg/day or 15 mg/kg/day,800,1000,mg/kg,low,mass_mass,,,1,day,,,,,
55987,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
54660,1000 mg (iron)/kg/day,1000,1000,mg/kg,low,mass_mass,,,1,day,,,,,
21,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
22,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
286,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
355,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
356,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
357,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
889,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
5170,> 1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
6690,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7858,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7859,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12655,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12700,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12714,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12715,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12737,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12815,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12816,1000mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
12855,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12857,1000mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
21255,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
21341,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
21403,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
22578,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
22993,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
28940,>1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
29390,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32095,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
32096,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
36351,> 1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
40769,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
49050,>1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
49935,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
53612,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
57641,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
59061,"1000 mg/kg/day, administered in 2 equal doses, 6 H apart",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
2052,"1,000 mg/kg/day, 15D",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
4011,"1000 mg/kg/day, 28D",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
5889,"1000 mg/kg/day, 60D",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
7385,1000 mg/kg/day/5D,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13825,1000 mg/kg/day/7D,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13760,1000 mg/kg/day/6-12D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13761,1000 mg/kg/day/6-15D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13762,1000 mg/kg/day/6-9D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13763,1000 mg/kg/day/7-12D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
13764,1000 mg/kg/day/8-11D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
12590,1000 mg/kg/day/1M,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
43847,1000 mg/kg/day/6W,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
58523,1000 mg/kg/day/2W,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
58524,1000 mg/kg/day/2W before mating - 21D preg,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
22619,1000 mg/kg/once daily,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
42590,1000 mg/kg/once daily,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
54106,1000 mg/kg/once daily,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
42497,"1000 mg/kg/once daily, as monotosylate",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
42498,"1000 mg/kg/once daily, as monotosylate",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
42499,"1000 mg/kg/once daily, as monotosylate",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
42500,"1000 mg/kg/once daily, as monotosylate",1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
21433,Up to 1000 mg/kg/day,1000,1000,mg/kg,low,mass_mass,,,1,day,,,,,
12619,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12620,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12621,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
29455,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,1,day,1,day,,,,,
9538,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,2,day,1,day,,,,,
19362,1000 mg/kg/day,1000,1000,mg/kg,high,mass_mass,2,day,1,day,,,,,
48808,1000 mg/kg/once daily,1000,1000,mg/kg,high,mass_mass,,,1,day,,,,,
52200,1007 mg/kg/day,1007,1007,mg/kg,high,mass_mass,1,day,1,day,,,,,
41037,1020 mg/kg/day,1020,1020,mg/kg,high,mass_mass,1,day,1,day,,,,,
43981,1040 mg/kg/day,1040,1040,mg/kg,high,mass_mass,1,day,1,day,,,,,
43982,1040 mg/kg/day,1040,1040,mg/kg,high,mass_mass,1,day,1,day,,,,,
43980,1040 mg /kg/day,1040,1040,mg/kg,high,mass_mass,,,1,day,,,,,
55600,150-1050 mg/kg/day,150,1050,mg/kg,high,mass_mass,1,day,1,day,,,,,
55630,525-1050 mg/kg/day,525,1050,mg/kg,high,mass_mass,1,day,1,day,,,,,
55593,1050 mg/kg/day,1050,1050,mg/kg,high,mass_mass,1,day,1,day,,,,,
43979,1022-1058 mg/kg/day,1022,1058,mg/kg,high,mass_mass,1,day,1,day,,,,,
43989,1058 mg/kg/day,1058,1058,mg/kg,high,mass_mass,1,day,1,day,,,,,
58690,1059.42 mg/kg/day,1059.42,1059.42,mg/kg,high,mass_mass,1,day,1,day,,,,,
29456,1074 mg/kg/day,1074,1074,mg/kg,high,mass_mass,1,day,1,day,,,,,
26532,360-1080 mg/kg/day,360,1080,mg/kg,high,mass_mass,1,day,1,day,,,,,
26528,1080 mg/kg/day,1080,1080,mg/kg,high,mass_mass,1,day,1,day,,,,,
39438,1080 mg/kg/day,1080,1080,mg/kg,high,mass_mass,1,day,1,day,,,,,
39439,1080 mg/kg/day,1080,1080,mg/kg,high,mass_mass,1,day,1,day,,,,,
50681,1100 mg/kg/day,1100,1100,mg/kg,high,mass_mass,1,day,1,day,,,,,
60432,1100 mg/kg/day,1100,1100,mg/kg,high,mass_mass,1,day,1,day,,,,,
27281,"1100 mg/kg/day/D1-5,D16-20",1100,1100,mg/kg,high,mass_mass,,,1,day,,,,,
55159,25-1125 mg/kg/day,25,1125,mg/kg,high,mass_mass,1,day,1,day,,,,,
55186,400-1125 mg/kg/day,400,1125,mg/kg,high,mass_mass,1,day,1,day,,,,,
55204,800-1125 mg/kg/day,800,1125,mg/kg,high,mass_mass,1,day,1,day,,,,,
55148,1125 mg/kg/day,1125,1125,mg/kg,high,mass_mass,1,day,1,day,,,,,
39444,1150 mg/kg/day,1150,1150,mg/kg,high,mass_mass,1,day,1,day,,,,,
47864,1152 mg/kg/day,1152,1152,mg/kg,high,mass_mass,1,day,1,day,,,,,
27097,10-1200 mg/kg/day,10,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
55160,25-1200 mg/kg/day,25,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
55168,30-1200 mg/kg/day,30,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
40984,"50-1200 mg/once daily, up to 20 mg/kg/day",50,1200,mg/kg,low,mass_mass,,,1,day,,,,,
55199,75-1200 mg/kg/day,75,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
27120,80-1200 mg/kg/day,80,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
55202,80-1200 mg/kg/day,80,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
55147,100-1200 mg/kg/day,100,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
47577,150-1200 mg/kg/day,150,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
55156,160-1200 mg/kg/day,160,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
27111,200-1200 mg/kg/day,200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
6303,300-1200 mg/kg/day,300,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
53996,300-1200 mg/kg/day,300,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
40972,"300-1200 mg/once daily, up to 20 mg/kg/day",300,1200,mg/kg,low,mass_mass,,,1,day,,,,,
40973,"300-1200 mg/once daily, up to 20 mg/kg/day",300,1200,mg/kg,low,mass_mass,,,1,day,,,,,
55177,325-1200 mg/kg/day,325,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
40980,400-1200 mg/once daily or 5-30 mg/kg/day,400,1200,mg/kg,low,mass_mass,,,1,day,,,,,
54014,600-1200 mg/kg/day,600,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
40989,"600-1200 mg/once daily, up to 20 mg/kg/day",600,1200,mg/kg,low,mass_mass,,,1,day,,,,,
27103,1000-1200 mg/kg/day,1000,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
51646,1000-1200 mg/kg/day,1000,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
359,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
6300,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
7084,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12274,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12275,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12276,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12738,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12782,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12865,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
12940,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
18504,>1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,,,1,day,,,,,
26592,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
30122,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
31905,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
49164,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
50978,1200mg/kg/day,1200,1200,mg/kg,high,mass_mass,,,1,day,,,,,
58812,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
52941,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,1,day,1,day,,,,,
18948,1200 mg/kg/day,1200,1200,mg/kg,high,mass_mass,2,day,1,day,,,,,
4769,1205 mg/kg/day,1205,1205,mg/kg,high,mass_mass,1,day,1,day,,,,,
16692,1229 mg/kg/once daily,1229,1229,mg/kg,high,mass_mass,,,1,day,,,,,
3646,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
7087,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
21018,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
30502,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
49939,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
49940,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
49941,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
49942,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
49943,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
50001,>1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,,,1,day,,,,,
54602,1250 mg/kg/day,1250,1250,mg/kg,high,mass_mass,1,day,1,day,,,,,
31687,1260 mg/kg/day,1260,1260,mg/kg,high,mass_mass,1,day,1,day,,,,,
31688,1260 mg/kg/day,1260,1260,mg/kg,high,mass_mass,1,day,1,day,,,,,
51609,1260 mg/kg/day,1260,1260,mg/kg,high,mass_mass,1,day,1,day,,,,,
32767,1280 mg/kg/day,1280,1280,mg/kg,high,mass_mass,1,day,1,day,,,,,
32768,1280 mg/kg/day,1280,1280,mg/kg,high,mass_mass,1,day,1,day,,,,,
55760,1280 mg/kg/day/17D preg-0Dpost,1280,1280,mg/kg,high,mass_mass,,,1,day,,,,,
14830,1280 mg/kg/day,1280,1280,mg/kg,high,mass_mass,1,day,1,day,,,,,
54976,1296 mg/kg/day,1296,1296,mg/kg,high,mass_mass,1,day,1,day,,,,,
25365,1300 mg/kg/day,1300,1300,mg/kg,high,mass_mass,1,day,1,day,,,,,
29595,"1320 mg/kg/day, 20D",1320,1320,mg/kg,high,mass_mass,,,1,day,,,,,
3251,1333 mg/kg/day,1333,1333,mg/kg,high,mass_mass,1,day,1,day,,,,,
11871,1340 mg/kg/day,1340,1340,mg/kg,high,mass_mass,1,day,1,day,,,,,
36746,1350 mg/kd/day,1350,1350,mg/kg,low,mass_mass,,,1,day,,,,,
11872,1350 mg/kg/day,1350,1350,mg/kg,high,mass_mass,1,day,1,day,,,,,
36748,1350 mg/kg/day,1350,1350,mg/kg,high,mass_mass,1,day,1,day,,,,,
590,1400 mg/kg/day,1400,1400,mg/kg,high,mass_mass,1,day,1,day,,,,,
6312,1400 mg/kg/day,1400,1400,mg/kg,high,mass_mass,1,day,1,day,,,,,
6313,1400 mg/kg/day,1400,1400,mg/kg,high,mass_mass,1,day,1,day,,,,,
26593,1400 mg/kg/day,1400,1400,mg/kg,high,mass_mass,1,day,1,day,,,,,
18949,1400 mg/kg/day,1400,1400,mg/kg,high,mass_mass,2,day,1,day,,,,,
43994,1406 mg/kg/day,1406,1406,mg/kg,high,mass_mass,1,day,1,day,,,,,
43996,1410 mg/kg/day,1410,1410,mg/kg,high,mass_mass,1,day,1,day,,,,,
43995,1406-1416 mg/kg/day,1406,1416,mg/kg,high,mass_mass,1,day,1,day,,,,,
43997,1416 mg/kg/day,1416,1416,mg/kg,high,mass_mass,1,day,1,day,,,,,
592,1430 mg/kg/day,1430,1430,mg/kg,high,mass_mass,1,day,1,day,,,,,
28534,1493 mg/kg/day,1493,1493,mg/kg,high,mass_mass,1,day,1,day,,,,,
45515,100-1500 mg/kg/day,100,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
51762,150-1500 mg/kg/day,150,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49023,375-1500 mg/kg/day,375,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
49037,750-1500 mg/kg/day,750,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
48993,1000-1500 mg/kg/day,1000,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
29,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
30,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
363,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
860,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
5205,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
6916,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
6917,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
28898,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
33725,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
33726,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
45450,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
47612,"1,500 mg/kg/day",1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
59903,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
58814,"1500 mg/kg/day, 14D",1500,1500,mg/kg,high,mass_mass,,,1,day,,,,,
58815,"1500 mg/kg/day, 1D",1500,1500,mg/kg,high,mass_mass,,,1,day,,,,,
13827,1500 mg/kg/day/7D,1500,1500,mg/kg,high,mass_mass,,,1,day,,,,,
22623,1500 mg/kg/once daily,1500,1500,mg/kg,high,mass_mass,,,1,day,,,,,
22624,1500 mg/kg/once daily,1500,1500,mg/kg,high,mass_mass,,,1,day,,,,,
44254,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
44255,1500 mg/kg/day,1500,1500,mg/kg,high,mass_mass,1,day,1,day,,,,,
25903,1450-1540 mg/kg/day,1450,1540,mg/kg,high,mass_mass,1,day,1,day,,,,,
12912,100-1600 mg/kg/day,100,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
57959,250-1600 mg/kg/day,250,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
57960,250-1600 mg/kg/day,250,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
57961,250-1600 mg/kg/day,250,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
57962,250-1600 mg/kg/day,250,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
59200,400-1600 mg/kg/day,400,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
1725,800-1600 mg/kg/day,800,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
364,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
1688,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
7950,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
12742,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
12743,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
12744,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
18505,>1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,,,1,day,,,,,
42109,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
42110,1600 mg/kg/day,1600,1600,mg/kg,high,mass_mass,1,day,1,day,,,,,
40190,1600 mg/kg/day/2W,1600,1600,mg/kg,high,mass_mass,,,1,day,,,,,
25366,1620 mg/kg/day,1620,1620,mg/kg,high,mass_mass,1,day,1,day,,,,,
49028,500-1625 mg/kg/day,500,1625,mg/kg,high,mass_mass,1,day,1,day,,,,,
48994,1000-1625 mg/kg/day,1000,1625,mg/kg,high,mass_mass,1,day,1,day,,,,,
49003,1625 mg/kg/day,1625,1625,mg/kg,high,mass_mass,1,day,1,day,,,,,
54445,1625 mg/kg/day,1625,1625,mg/kg,high,mass_mass,1,day,1,day,,,,,
54620,1640 mg/kg/day,1640,1640,mg/kg,high,mass_mass,1,day,1,day,,,,,
54621,1640 mg/kg/day/6-15D preg,1640,1640,mg/kg,high,mass_mass,,,1,day,,,,,
41041,1650 mg/kg/day,1650,1650,mg/kg,high,mass_mass,1,day,1,day,,,,,
41042,1650 mg/kg/day,1650,1650,mg/kg,high,mass_mass,1,day,1,day,,,,,
41043,1650 mg/kg/day,1650,1650,mg/kg,high,mass_mass,1,day,1,day,,,,,
18463,1664 mg/kg/day,1664,1664,mg/kg,high,mass_mass,1,day,1,day,,,,,
18464,1664 mg/kg/day,1664,1664,mg/kg,high,mass_mass,1,day,1,day,,,,,
3253,1666 mg/kg/day,1666,1666,mg/kg,high,mass_mass,1,day,1,day,,,,,
30609,1667 mg/kg/day,1667,1667,mg/kg,high,mass_mass,1,day,1,day,,,,,
41044,1680 mg/kg/day,1680,1680,mg/kg,high,mass_mass,1,day,1,day,,,,,
22752,1698 mg/kg/day,1698,1698,mg/kg,high,mass_mass,1,day,1,day,,,,,
50914,1700 mg/kg/day,1700,1700,mg/kg,high,mass_mass,1,day,1,day,,,,,
50915,1700 mg/kg/day,1700,1700,mg/kg,high,mass_mass,1,day,1,day,,,,,
60451,1728 mg/kg/day,1728,1728,mg/kg,high,mass_mass,1,day,1,day,,,,,
14602,300-1800 mg/kg/day,300,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
6306,600-1800 mg/kg/day,600,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
40990,"600-1800 mg/once daily, up to 20 mg/kg/day",600,1800,mg/kg,low,mass_mass,,,1,day,,,,,
447,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
14597,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36625,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36626,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36627,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36628,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
36629,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
42426,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
54085,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
54604,1800 mg/kg/day,1800,1800,mg/kg,high,mass_mass,1,day,1,day,,,,,
40955,"1800 mg/once daily, up to 20 mg/kg/day",1800,1800,mg/kg,low,mass_mass,,,1,day,,,,,
6541,>1825 mg/kg/day,1825,1825,mg/kg,high,mass_mass,,,1,day,,,,,
6542,>1825 mg/kg/day,1825,1825,mg/kg,high,mass_mass,,,1,day,,,,,
21258,1860 mg/kg/day,1860,1860,mg/kg,high,mass_mass,1,day,1,day,,,,,
45202,1860 mg/kg/day,1860,1860,mg/kg,high,mass_mass,1,day,1,day,,,,,
28541,1942 mg/kg/day,1942,1942,mg/kg,high,mass_mass,1,day,1,day,,,,,
54086,1950 mg/kg/day,1950,1950,mg/kg,high,mass_mass,1,day,1,day,,,,,
42866,1991 mg/kg/day,1991,1991,mg/kg,high,mass_mass,1,day,1,day,,,,,
50990,40-2000 mg/kg/day,40,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
50991,40-2000 mg/kg/day,40,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
52388,125-2000 mg/kg/day,125,2000,mg/kg,high,mass_mass,2,day,1,day,,,,,
40961,200-2000 mg/once daily or 5-30 mg/kg/day,200,2000,mg/kg,low,mass_mass,,,1,day,,,,,
51764,250-2000 mg/kg/day,250,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
26607,400-2000 mg/kg/day,400,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
40981,400-2000 mg/once daily or 6-25 mg/kg/day,400,2000,mg/kg,low,mass_mass,,,1,day,,,,,
22920,500-2000 mg/kg/day,500,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
22921,500-2000 mg/kg/day,500,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
16422,500-2000 mg/kg/day/3M,500,2000,mg/kg,high,mass_mass,,,1,day,,,,,
358,1000-2000 mg/kg/day,1000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
25898,1000-2000 mg/kg/day,1000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7002,2-2000 mg/kg/day,2,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
41045,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
37,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
290,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
291,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
292,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
4423,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
4424,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
7096,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
8816,>2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
11878,2000 mg/kg/day,2000,2000,mg/kg,high,mass_mass,1,day,1,day,,,,,
12460,>2000mg/kg/day,2000,2000,mg/kg,high,mass_mass,,,1,day,,,,,
